date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:17:52	1003/1003	---M--	200	added ('OK')	text/plain	etag:%22c8b25c470e2eff4c4970cdc81b0bfb85-ssl%22	https://robbowen.digital/robots.txt		(from )
20:17:53	41720/41720	---M-Z	200	added ('OK')	text/html	etag:%226279790b253739b3ddca37ae7a4765d9-ssl-df%22	https://robbowen.digital/	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/index.html	(from )
20:17:54	8831/8831	---M--	200	added ('OK')	image/png	etag:%223c5c3c48cebb14f6576f9f48a7e8d75e-ssl%22	https://robbowen.digital/assets/img/apple-touch-icon.png	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/img/apple-touch-icon.png	(from https://robbowen.digital/)
20:17:54	990/990	---M--	200	added ('OK')	image/png	etag:%22168ba15e9781480fc57f2d5dc681e616-ssl%22	https://robbowen.digital/assets/img/favicon-32x32.png	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/img/favicon-32x32.png	(from https://robbowen.digital/)
20:17:56	425/425	---M--	200	added ('OK')	image/png	etag:%220e1e486e140ca8108c5ab7a4c6ad3888-ssl%22	https://robbowen.digital/assets/img/favicon-16x16.png	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/img/favicon-16x16.png	(from https://robbowen.digital/)
20:17:57	15406/15406	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2257e3bc7d44c5c59cbd46b8fad6455639-ssl%22	https://robbowen.digital/assets/img/favicon.ico	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/img/favicon.ico	(from https://robbowen.digital/)
20:17:59	262160/262160	---M--	200	added ('OK')	image/png	etag:%22292158eeaa1f44d10e32c9a0af03203a-ssl%22	https://robbowen.digital/assets/img/card.png	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/img/card.png	(from https://robbowen.digital/)
20:18:00	294210/294210	---MCZ	200	added ('OK')	application/xml	etag:%220bf3d53ca4816124b5b0c3260d2bb99d-ssl-df%22	https://robbowen.digital/feed.xml	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/feed.xml	(from https://robbowen.digital/)
20:18:00	71975/71975	---MCZ	200	added ('OK')	text/css	etag:%22782a4e38683d058b7c719c03d046ea07-ssl-df%22	https://robbowen.digital/assets/css/styles.css	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/css/styles.css	(from https://robbowen.digital/)
20:18:01	21278/21278	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%225285406c3f8a860dbc6a76587b0a7b04-ssl-df%22	https://robbowen.digital/work	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/work.7.delayed	(from https://robbowen.digital/)
20:18:02	66114/66114	---MCZ	200	added ('OK')	text/html	etag:%225285406c3f8a860dbc6a76587b0a7b04-ssl-df%22	https://robbowen.digital/work/	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/work/index.html	(from https://robbowen.digital/)
20:18:02	14492/14492	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%2213971fee09f185f60424020f18db141f-ssl-df%22	https://robbowen.digital/about	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/about.8.delayed	(from https://robbowen.digital/)
20:18:03	5436/5436	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22c260de5d715bddbb0e4f57af9ed68f15-ssl-df%22	https://robbowen.digital/writing	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/writing.9.delayed	(from https://robbowen.digital/)
20:18:03	46749/46749	---MCZ	200	added ('OK')	text/html	etag:%2213971fee09f185f60424020f18db141f-ssl-df%22	https://robbowen.digital/about/	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/about/index.html	(from https://robbowen.digital/)
20:18:04	19405/19405	---MCZ	200	added ('OK')	text/html	etag:%22c260de5d715bddbb0e4f57af9ed68f15-ssl-df%22	https://robbowen.digital/writing/	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/writing/index.html	(from https://robbowen.digital/)
20:18:04	23550/23550	---MCZ	200	added ('OK')	text/html	etag:%2265366985f72423000367f64951ff3990-ssl-df%22	https://robbowen.digital/wrote-about/introducing-rekishi/	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/wrote-about/introducing-rekishi/index.html	(from https://robbowen.digital/)
20:18:04	48843/48843	---MCZ	200	added ('OK')	application/javascript	etag:%226d788a6a35834e6a5f3c1fea9a066404-ssl-df%22	https://robbowen.digital/assets/js/main.js	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/js/main.js	(from https://robbowen.digital/)
20:18:05	15640/15640	---M--	200	added ('OK')	image/jpeg	etag:%22faf682c169686ee1f6d48b0fa4966822-ssl%22	https://robbowen.digital/assets/img/about/milda.jpg	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/img/about/milda.jpg	(from https://robbowen.digital/about/)
20:18:06	102437/102437	---M--	200	added ('OK')	image/jpeg	etag:%22f4570a9a862d11b75eac51b32ec60a95-ssl%22	https://robbowen.digital/assets/img/about/lakebled.jpg	C:/My%20Web%20Sites/Robb%20portfolio/robbowen.digital/assets/img/about/lakebled.jpg	(from https://robbowen.digital/about/)
